5	8	0	4	5	8	3	7	0	0	0	0	0	0	0	0	-1	1	0	0
5	8	0	5	5	8	3	6	0	0	0	0	0	0	0	0	-1	1.5	0	0
5	8	0	5	5	8	4	6	0	0	0	0	0	0	0	0	-1	2	0	0
6	7	0	5	6	7	3	7	0	0	0	0	0	0	0	0	-1	2	0	0
6	7	0	5	6	7	3	7	0	0	0	0	0	0	0	0	-1	2	0	0
4	9	9	13	4	9	6	10	0	0	0	0	0	0	0	0	-1	1	0	0
4	9	8	13	4	9	7	10	0	0	0	0	0	0	0	0	-1	1.5	0	0
4	9	7	13	4	9	7	9	0	0	0	0	0	0	0	0	-1	2.33	0	0
5	8	9	13	5	8	5	9	0	0	0	0	0	0	0	0	-1	1	0	0
5	8	9	13	5	8	6	10	0	0	0	0	0	0	0	0	-1	1	0	0
5	8	8	13	5	8	6	9	0	0	0	0	0	0	0	0	-1	1.5	0	0
5	8	8	13	5	8	7	10	0	0	0	0	0	0	0	0	-1	1.5	0	0
5	8	8	13	5	8	7	9	0	0	0	0	0	0	0	0	-1	2	0	0
5	8	8	13	5	8	6	8	0	0	0	0	0	0	0	0	-1	2	0	0
5	8	8	13	5	8	7	7	0	0	0	0	0	0	0	0	-1	6	0	0
5	8	7	13	5	8	7	7	0	0	0	0	0	0	0	0	-1	7	0	0
6	7	9	13	6	7	6	10	0	0	0	0	0	0	0	0	-1	1	0	0
6	7	9	13	6	7	7	8	0	0	0	0	0	0	0	0	-1	2.5	0	0
6	7	8	13	6	7	6	10	0	0	0	0	0	0	0	0	-1	2	0	0
6	7	8	13	6	7	6	10	0	0	0	0	0	0	0	0	-1	2	0	0
6	7	8	13	6	7	7	9	0	0	0	0	0	0	0	0	-1	2	0	0
6	7	8	13	6	7	7	8	0	0	0	0	0	0	0	0	-1	3	0	0
6	7	7	13	6	7	6	9	0	0	0	0	0	0	0	0	-1	1.75	0	0
0	7	0	13	1	7	3	10	0	0	0	0	0	0	0	0	-1	2	0	0
0	7	1	12	1	7	3	9	0	0	0	0	0	0	0	0	-1	1.95918	0	0
0	9	1	10	1	8	4	8	0	0	0	0	0	0	0	0	-1	2.5	0	0
2	7	0	11	3	7	5	8	0	0	0	0	0	0	0	0	-1	3.6	0	0
2	7	1	10	3	7	5	7	0	0	0	0	0	0	0	0	-1	4	0	0
0	9	0	13	1	8	4	9	0	0	0	0	0	0	0	0	-1	2.91667	0	0
0	9	0	13	1	9	3	10	0	0	0	0	0	0	0	0	-1	1.94444	0	0
0	9	1	12	1	8	3	9	0	0	0	0	0	0	0	0	-1	2.14286	0	0
0	9	1	12	1	9	3	9	0	0	0	0	0	0	0	0	-1	1.90476	0	0
0	9	3	10	1	9	5	7	0	0	0	0	0	0	0	0	-1	2.96296	0	0
1	8	0	13	2	7	4	9	0	0	0	0	0	0	0	0	-1	3.11111	0	0
1	8	0	13	2	8	3	10	0	0	0	0	0	0	0	0	-1	2	0	0
1	8	1	12	2	7	3	9	0	0	0	0	0	0	0	0	-1	2.28571	0	0
1	8	1	12	2	8	3	9	0	0	0	0	0	0	0	0	-1	1.95918	0	0
1	8	3	10	2	8	5	7	0	0	0	0	0	0	0	0	-1	3.04762	0	0
2	7	0	13	3	7	5	8	0	0	0	0	0	0	0	0	-1	4.2	0	0
2	7	1	12	3	7	5	8	0	0	0	0	0	0	0	0	-1	3.6	0	0
2	7	2	13	3	7	5	8	0	0	0	0	0	0	0	0	-1	3.6	0	0
2	7	3	12	3	7	5	8	0	0	0	0	0	0	0	0	-1	3	0	0
1	10	0	9	2	9	5	7	0	0	0	0	0	0	0	0	-1	4.16667	0	0
2	9	0	9	3	9	5	7	0	0	0	0	0	0	0	0	-1	3.80952	0	0
0	11	0	11	1	10	3	9	0	0	0	0	0	0	0	0	-1	2.05714	0	0
0	11	2	9	1	10	5	7	0	0	0	0	0	0	0	0	-1	3.2	0	0
1	10	0	11	2	9	3	9	0	0	0	0	0	0	0	0	-1	2.14286	0	0
1	10	0	11	2	10	4	9	0	0	0	0	0	0	0	0	-1	2.22222	0	0
1	10	1	10	2	9	6	8	0	0	0	0	0	0	0	0	-1	4.16667	0	0
1	10	2	9	2	9	5	7	0	0	0	0	0	0	0	0	-1	3.33333	0	0
2	9	0	11	3	8	3	9	0	0	0	0	0	0	0	0	-1	2.28571	0	0
2	9	0	11	3	9	4	9	0	0	0	0	0	0	0	0	-1	2.28571	0	0
2	9	1	10	3	8	6	8	0	0	0	0	0	0	0	0	-1	4.44444	0	0
2	9	2	9	3	8	5	7	0	0	0	0	0	0	0	0	-1	3.55556	0	0
3	8	0	11	4	7	3	9	0	0	0	0	0	0	0	0	-1	2.57143	0	0
3	8	0	11	4	8	4	9	0	0	0	0	0	0	0	0	-1	2.4	0	0
3	8	1	10	4	7	6	8	0	0	0	0	0	0	0	0	-1	5	0	0
3	8	2	9	4	7	5	7	0	0	0	0	0	0	0	0	-1	4	0	0
0	11	0	13	1	10	2	10	0	0	0	0	0	0	0	0	-1	1.86667	0	0
0	11	0	13	1	10	5	9	0	0	0	0	0	0	0	0	-1	3.36	0	0
0	11	1	12	1	10	4	10	0	0	0	0	0	0	0	0	-1	2.05714	0	0
0	11	1	12	1	11	4	10	0	0	0	0	0	0	0	0	-1	1.87013	0	0
0	11	2	11	1	10	4	8	0	0	0	0	0	0	0	0	-1	2.4	0	0
1	10	0	13	1	9	4	9	0	0	0	0	0	0	0	0	-1	2.59259	0	0
1	10	0	13	2	9	2	10	0	0	0	0	0	0	0	0	-1	1.94444	0	0
1	10	0	13	2	9	5	9	0	0	0	0	0	0	0	0	-1	3.5	0	0
1	10	0	13	2	10	4	10	0	0	0	0	0	0	0	0	-1	2.22222	0	0
1	10	1	12	2	9	4	10	0	0	0	0	0	0	0	0	-1	2.14286	0	0
1	10	1	12	2	10	4	10	0	0	0	0	0	0	0	0	-1	1.90476	0	0
1	10	2	11	2	9	4	8	0	0	0	0	0	0	0	0	-1	2.5	0	0
1	10	2	11	2	10	5	8	0	0	0	0	0	0	0	0	-1	2.77778	0	0
2	9	0	13	2	8	4	9	0	0	0	0	0	0	0	0	-1	2.66667	0	0
2	9	0	13	2	9	3	10	0	0	0	0	0	0	0	0	-1	1.75	0	0
2	9	0	13	3	8	2	10	0	0	0	0	0	0	0	0	-1	2.07407	0	0
2	9	0	13	3	8	5	9	0	0	0	0	0	0	0	0	-1	3.73333	0	0
2	9	0	13	3	9	4	10	0	0	0	0	0	0	0	0	-1	2.28571	0	0
